file,model,lang_pair,src_lang,tgt_lang,direction,source,translation,reference,COMET
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Der digitale Bayern-Atlas ist ein Flickenteppich, den man als solchen nicht gleich erkennt.","The digital Bayern-Atlas is a patchwork quilt, which you don't immediately recognize as such. 

**Explanation:**

* **Flickenteppich** literally means ""patchwork quilt"" but is used metaphorically to describe something that is made up of disparate parts that don't fit together seamlessly.
* The sentence implies that the digital Bayern-Atlas, while appearing as a unified map, is actually composed of various data sources that may have different qualities, formats, or levels of detail. 

Let me know if you have any other German text you'd like me to translate!",The digital BayernAtlas is a patchwork quilt that one doesn't quite recognise for what it is at first.,0.6065924167633057
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"In die große Übersichtskarte wurden für Städte und Gemeinden detailliertere Karten, sogenannte Urpositionsblätter, eingearbeitet.","Detailed maps, called ""Urpositionsblätter,"" were incorporated into the large overview map for cities and municipalities. 

Let me know if you have any other German text you'd like me to translate!","Within the large overview map, were worked in detailed maps for towns and municipalities, so-called original-lay-of-the-land sheets.",0.6716098189353943
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Diese entstanden nach Angaben der Bayerischen Vermessungsverwaltung zwischen 1810 und 1864 und entspringen der ersten Vermessung Bayerns.,"These were created between 1810 and 1864, according to the Bavarian Surveying Authority, and stem from the first survey of Bavaria. 

Let me know if you have any other text you'd like me to translate!","According to information from the Bavarian Surveying and Mapping Authority, these came into being between 1810 and 1864 and arise out of the first survey of Bavaria.",0.768732488155365
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Ihr Auftraggeber: Napoleon.,Your client: Napoleon.,Their commissioner: Napoleon.,0.811219334602356
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Der französische Heeresführer besetzte Bayern seit dem Frühjahr 1800 während des Zweiten Koalitionskrieges mit Österreich.,"The French military leader occupied Bavaria since the spring of 1800 during the War of the Second Coalition against Austria. 

Let me know if you have any other text you'd like me to translate!","The French army commander had occupied Bavaria since the spring in 1800, during the War of the Second Coalition with Austria.",0.668664276599884
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Napoleon wünschte sich einen Überblick über das besetzte Land und gab eine topographische Aufnahme Bayerns in Auftrag - natürlich zu militärischen Zwecken.,"Napoleon desired an overview of the occupied territory and commissioned a topographical survey of Bavaria - naturally for military purposes. 

Let me know if you have any other text you'd like me to translate!",Napoleon wanted to gain an overview of the occupied land and commissioned a topographical survey – naturally for military purposes.,0.7762232422828674
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Auch wenn die französischen Truppen mit dem Frieden von Lunéville vom 9. Februar 1801 schließlich abzogen: Es waren die heutigen Nachbarn, die die Idee einer flächendeckenden Bayern-Karte kreierten.","Even though the French troops finally withdrew with the Peace of Lunéville on February 9, 1801: It was the present-day neighbors who created the idea of a comprehensive map of Bavaria. 

Let me know if you have any other text you'd like me to translate!",Even if the French troops finally retreated with the Treaty of Lunéville from 9th February 1801: it was the current neighbours who had the idea to create a comprehensive map of Bavaria.,0.7646973729133606
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Kurfürst Max IV. Joseph trieb das Projekt weiter voran, gründete das ""Topographische Bureau"" - und damit die Bayerische Vermessungsverwaltung.","Elector Max IV. Joseph furthered the project, founded the ""Topographic Bureau"" - and thus the Bavarian Surveying Administration. 

Let me know if you have any other text you'd like me to translate!","Elector Max IV. Joseph propelled the project further forward, founding the ""Topographical Bureau"" – and with that, the Bavarian Surveying and Mapping Authority.",0.7376369833946228
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Das Urpositionsblatt für München stammt aus dem Jahr 1856 und ist wie sämtliche andere auf der Internetseite der Bayerischen Landesbibliothek zu finden.,"The original map of Munich dates back to 1856 and can be found, like all the others, on the website of the Bavarian State Library.","The original lay-of-the-land sheet for Munich originates from 1856 and, like all the others, can be found on the website of the Bavarian State Library.",0.8468285799026489
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Der Vergleich Früher/Heute ist am Beispiel der Landeshauptstadt am eindrücklichsten.,"The comparison Then/Now is most striking using the example of the state capital. 

Let me know if you'd like me to translate any other German text!",The comparison of past/present is most impressive taking the example of the state capital.,0.6803808808326721
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Die Stadt hat sich in alle Richtungen ausgedehnt und ist zusammengewachsen.,The city has expanded in all directions and grown together.,The city has stretched out in all directions and coalesced.,0.8757597804069519
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Ein Beispiel dafür ist Untersendling, das in der Karte von 1856 noch relativ isoliert auftaucht.","A good example of this is Untersendling, which still appears relatively isolated on the 1856 map. 

Let me know if you have any other German text you'd like me to translate!","An example of this is Untersendling, which still appears relatively isolated on the map from 1856.",0.728579580783844
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Sendling wurde 21 Jahre nach Erstellung der Karte, also 1877, als Münchner Stadtteil eingemeindet.","Sendling was incorporated as a district of Munich 21 years after the map was created, namely in 1877.",Sendling was incorporated as an urban district of Munich 21 years after the map was created.,0.8939561247825623
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Heute liegt Untersendling mitten in der Stadt.,"Today Untersendling is located right in the middle of the city. 

Let me know if you have any other German text you'd like me to translate!","Today, Untersendling lies in the middle of the city.",0.5426926016807556
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Die Häuser Untersendlings konzentrieren sich um 1856 entlang der heutigen Plinganserstraße, die erst 1878 nach Georg Sebastian Plinganser benannt wurde, einem Anführer des Aufstands der bayerischen Bauern gegen Österreich 1705.","The houses of Untersendlings concentrated around 1856 along today's Plinganserstraße, which was only named after Georg Sebastian Plinganser in 1878. He was a leader of the uprising of Bavarian farmers against Austria in 1705. 

Let me know if you have any other text you'd like me to translate!","Around 1856, Untersendling's houses are concentrated along what is today Plinganserstraße, which was first named in 1878 after Georg Sebastian Plinganser, a ringleader of the Bavarian farmers' revolt against Austria in 1705.",0.703499972820282
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Wo heute der Westpark ist, sieht man nichts als Felder - auf den ersten Blick: Beim Hineinzoomen erscheint eine kleinteiligere Karte mit dutzenden Linien und Zahlen: handschriftlich nummerierte Flurstücke aus der sogenannten ""Uraufnahme"", aus der die Grundsteuer abgeleitet wurde.","Where the Westpark is today, one sees nothing but fields - at first glance: Upon closer inspection, a more detailed map appears with dozens of lines and numbers: handwritten numbered land parcels from the so-called ""Uraufnahme"", from which the land tax was derived. 

Let me know if you'd like me to clarify any parts of the translation!","Where the West Park is today, one sees nothing but field – at first sight: upon zooming in, a more detailed small-scale map with dozens of lines and numbers appears: hand-numbered plots from the so-called ""original record"", from which the property tax was derived.",0.7649307250976562
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Kleine Parzellen belegen dort heute keine Landwirte mehr - sondern Kleingärtner der Anlage ""Land in Sonne"".","Small plots of land are no longer cultivated by farmers there - but by allotment gardeners of the ""Land in Sonne"" garden complex. 

Let me know if you have any other German text you'd like me to translate!","Today, it is no longer farmers who occupy small parcels there – rather, it is allotment holders of the ""Land in Sonne"" facility.",0.6767985224723816
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Eine große Grünfläche zeichnet sich nördlich von Untersendling ab.,"A large green space stands out north of Untersendling. 

Let me know if you have any other German text you'd like me to translate!",A large green area is apparent to the north of Untersendling.,0.5913920998573303
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Die Theresienwiese, seit 1810 Schauplatz des Oktoberfests, war im 19. Jahrhundert tatsächlich noch eine Wiese - und keine Betonwüste.","The Theresienwiese, which has been the site of the Oktoberfest since 1810, was actually still a meadow in the 19th century - and not a concrete desert. 

Let me know if you have any other German text you'd like me to translate!","Theresienwiese, since 1810 the scene of Oktoberfest, was in the 19th century still actually a ""Wiese"" – a meadow – and not a concrete wasteland.",0.7104915380477905
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Auf der anderen Seite der Isar gibt die historische Karte einen Einblick in die Geschichte der psychiatrischen Medizin.,"On the other side of the Isar, the historical map provides insight into the history of psychiatric medicine. 

Let me know if you have any other text you'd like me to translate!","On the other side of the Isar, the historical map gives an insight into the history of psychiatric medicine.",0.7573466897010803
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Im Urpositionsblatt liest man im Gebiet des heutigen Bezirks Au-Haidhausen nicht nur den Straßennamen ""am Gasteig"" oder von der Anhöhe ""Auf der Lüften"" - sondern auch in großen Buchstaben ""Irren Anstalt"".","In the old map, in the area of today's district Au-Haidhausen, you not only read the street name ""am Gasteig"" or the hill name ""Auf der Lüften"" - but also in large letters ""Irren Anstalt"". 

**Explanation:**

* **Urpositionsblatt:** Old map
* **Bezirks Au-Haidhausen:** District of Au-Haidhausen
* **Irren Anstalt:** Mental asylum 

Let me know if you have any other German text you'd like me to translate!","In the original lay-of-the-land sheet, in the area where today the borough of Au-Haidhausen is, one can make out not only the street name ""am Gasteig"" or the elevation ""Auf der Lüften"" – but can actually read in large letters ""mental asylum"".",0.5962968468666077
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Ja, hier an der Auerfeldstraße sperrte man einst Menschen mit Wahnvorstellungen ein.","Yes, on Auerfeldstraße people with delusions were once locked up. 

Let me know if you have any other text you'd like me to translate!","Yes, here on Auerfeldstraße, they once imprisoned people with delusions.",0.6153401136398315
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Dort war 1858/59 die Münchner Kreis-Irrenanstalt ""Auf der Auer Lüften"" entstanden.","There the Munich District Mental Hospital ""Auf der Auer Lüften"" was established in 1858/59. 

Let me know if you have any other German text you'd like me to translate!","The Munich district mental asylum ""Auf der Auer Lüften"" had come to life there in 1858/59.",0.6004285216331482
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Ab 1872 leitete Dr. Bernhard von Gudden die Einrichtung - jener Psychiater, der in Zusammenhang mit dem Tod von König Ludwigs II. gebracht wird.","From 1872, Dr. Bernhard von Gudden headed the institution - that psychiatrist who is associated with the death of King Ludwig II. 

Let me know if you have any other text you'd like me to translate!","From 1872, Dr. Bernhard von Gudden led the institution – the psychiatrist who is associated with the death of King Ludwig II.",0.6704402565956116
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"""Er war fortschrittlich für seine Zeit und beendete zum Beispiel das Anketten der sogenannten Irren.","He was progressive for his time and, for example, ended the chaining of the so-called insane. 

Let me know if you have any other text you'd like me to translate!","""He was progressive for his time and ended, for example, the practice of chaining up the so-called mad men.",0.6905465126037598
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Außerdem hat er dem Personal untersagt, Gewalt gegen die Insassen anzuwenden"", sagt Hermann Wilhelm, Leiter des Museums Haidhausen, der sich für eine Ausstellung mit der Anstalt beschäftigt hat.","""He also forbade the staff from using violence against the inmates,"" says Hermann Wilhelm, head of the Haidhausen Museum, who has been working on an exhibition about the institution. 

Let me know if you have any other text you'd like me to translate!","What is more, he forbade the staff from using violence against the inmates,"" says Hermann Wilhelm, leader of the Haidhausen Museum, which has been busying itself for an exhibition with the establishment.",0.7481074333190918
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Für 280 Patienten war zunächst Platz gewesen, später wurde auf 500 Plätze erweitert.","Initially, there was space for 280 patients, later it was expanded to 500 places.",Originally there was place for 280 patients; later this was expanded to 500 places.,0.9362068176269531
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Irgendwann reichte auch diese Kapazität nicht mehr aus - der Grund für den Bau der Kreisirrenanstalt in Haar 1905.,"Eventually, even this capacity was no longer sufficient - the reason for the construction of the circular asylum in Haar in 1905. 

Let me know if you have any other text you'd like me to translate!",At some point even this capacity was no longer enough – the reason why the district mental asylum in Haar was constructed in 1905.,0.6206936836242676
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Dort befindet sich seit 2006 das Isar-Amper-Klinikum München-Ost, eine der größten Psychiatrien Deutschlands.","There has been the Isar-Amper-Klinikum München-Ost, one of the largest psychiatric hospitals in Germany, located there since 2006. 

Let me know if you have any other text you'd like me to translate!","The Isar Amper Clinic, East Munich, has been located there since 2006, one of the largest psychiatric units in Germany.",0.6648966073989868
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Auf dem Areal der ehemaligen Auer Anstalt begegnen sich nun Jugendliche im Münchner Salesianum.,"On the grounds of the former Auer Institute, young people now meet at the Munich Salesianum. 

Let me know if you have any other text you'd like me to translate!","On the plot of the former Auer institution, young people now meet in the Munich Salesianum.",0.6319162845611572
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Der Orden erwarb den Gebäudekomplex 1920 und wandelte ihn in ein Jugendheim mit Ausbildungsbetrieben um.,"The order acquired the building complex in 1920 and converted it into a youth hostel with training workshops. 

Let me know if you have any other text you'd like me to translate!",The order acquired the building complex in 1920 and converted it into a youth centre with training programmes.,0.7283795475959778
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Westlich liegt der Fußballplatz des TSV München Ost, östlich Wohnhäuser aus den 1980er Jahren.","To the west lies the football pitch of TSV München Ost, to the east houses from the 1980s. 

Let me know if you have any other text you'd like me to translate!","To the west lies the football pitch of TSV München Ost, and to the east, residential houses from the 1980s.",0.6274338364601135
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"2015 errichtete man das Kinder-Haus ""Casa Don Bosco"" - in architektonischer Anlehnung an den Ursprungsbau der Irrenanstalt, der im Zweiten Weltkrieg bei Bombenangriffen zerstört worden war.","In 2015, the children's house ""Casa Don Bosco"" was built, taking architectural inspiration from the original building of the asylum, which had been destroyed in World War II by bombing raids. 

Let me know if you have any other text you'd like me to translate!","In 2015, the ""Casa Don Bosco"" nursery was built – in the architectural style of the original mental asylum building, which had been destroyed in the Second World War in bomb attacks.",0.7452003359794617
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Der Marienplatz war um 1856 als ""Haupt Platz"" verzeichnet, die Kaufingerstraße hieß ""Kaufinger Gasse"".","The Marienplatz was recorded as ""Haupt Platz"" in 1856, and the Kaufingerstraße was called ""Kaufinger Gasse"". 

Let me know if you have any other German text you'd like me to translate!","Marienplatz was recorded as the ""main square"" in around 1856, and Kaufingerstraße was called ""Kaufinger Gasse"".",0.6860693693161011
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Eine entscheidende Veränderung brachte der Zweite Weltkrieg auch im Herzen Münchens.,"World War II also brought a decisive change to the heart of Munich. 

Let me know if you have any other text you'd like me to translate!",The Second World War also brought a decisive change to the heart of Munich.,0.7040649652481079
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Die Bomben der Alliierten rissen im Dezember 1944 viele Löcher in die Innenstadt.,The Allied bombs ripped many holes in the city center in December 1944.,The bombs of the Allies tore many holes in the city centre in December 1944.,0.9042759537696838
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Ein großes blieb bis heute - am Marienhof.,"A large [something] remained until today - at the Marienhof. 

**Please provide more context!** 

The sentence is incomplete. ""Ein großes"" means ""a large [something],"" so we need to know what that ""something"" is to provide an accurate translation. 

For example, it could be:

* **A large building:** ""A large building remained until today - at the Marienhof.""
* **A large tree:** ""A large tree remained until today - at the Marienhof.""
* **A large statue:** ""A large statue remained until today - at the Marienhof."" 

Let me know what you think ""großes"" refers to, and I can give you a more precise translation.",One big one remains up to this day – at the Marienhof.,0.5250325202941895
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Das Englische Institut, kleine Geschäftshäuser und eine Gruftkapelle aus dem Mittelalter standen einst am Marienhof, wo dieser Tage die Vorarbeiten und am 5. April 2017 der Spatenstich für die zweite S-Bahn-Stammstrecke erfolgen.","The English Institute, small commercial buildings, and a medieval crypt chapel once stood on Marienhof, where today preparatory work is underway and on April 5, 2017, the groundbreaking ceremony for the second S-Bahn trunk line will take place. 

Let me know if you have any other text you'd like me to translate!","The English Institute, small commercial premises and a crypt chapel from the Middle Ages once stood in the Marienhof, where these days, preparations for the second S-Bahn main line are underway, with first digging to follow on 5th April 2017.",0.7013756036758423
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Mit dem Schieberegler lässt sich die alte München-Karte mit dem Luftbild von heute vergleichen - und das Loch am Marienhof auffüllen.,"With the slider, you can compare the old Munich map with today's aerial photograph - and fill in the gap at Marienhof. 

Let me know if you have any other text you'd like me to translate!",You can use the slider control to compare the old Munich map with the aerial view from today – and to fill in the hole at the Marienhof.,0.7586373686790466
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,Bürgerrechtsgruppe veröffentlicht Reisewarnung für Missouri,Citizens' rights group issues travel warning for Missouri,Civil rights group issues travel warning for Missouri,0.947414755821228
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Die Nationale Vereinigung zur Förderung von Farbigen hat eine Warnung für farbige Menschen ausgestellt, die aufgrund der diskriminierenden Politik und der rassistischen Angriffe des Staates nach Missouri reisen.","The National Association for the Advancement of Colored People (NAACP) has issued a travel advisory for people of color traveling to Missouri due to the state's discriminatory policies and racist attacks. 

Let me know if you have any other text you'd like me to translate!",The National Association for the Advancement of Colored People has put out an alert for people of color traveling to Missouri because of the state's discriminatory policies and racist attacks.,0.8049391508102417
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"""Die NAACP Travel Advisory für den Bundesstaat Missouri, die bis zum 28. August 2017 in Kraft treten soll, fordert afro-amerikanische Reisende, Besucher und Missourianer auf, bei Reisen durch den Staat besondere Aufmerksamkeit aufzubringen und äußerste Vorsicht walten zu lassen, da eine Reihe von fragwürdigen, rassenbasierten Vorfällen in letzter Zeit im gesamten Staat vorkommen und hier vermerkt werden"", heißt es in der Stellungnahme der Gruppe.","""The NAACP Travel Advisory for the state of Missouri, which is to be in effect until August 28, 2017, urges African American travelers, visitors, and Missouri residents to exercise extreme caution and vigilance when traveling through the state, as a number of questionable, race-based incidents have occurred and been reported throughout the state recently,"" the group's statement reads. 

Let me know if you have any other text you'd like me to translate!","""The NAACP Travel Advisory for the state of Missouri, effective through August 28th, 2017, calls for African American travelers, visitors and Missourians to pay special attention and exercise extreme caution when traveling throughout the state given the series of questionable, race-based incidents occurring statewide recently, and noted therein,"" the group's statement reads.",0.8297806978225708
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Ein kürzlich verabschiedetes Gesetz von Missouri, das es Menschen schwerer macht, Diskriminierungsklagen zu gewinnen, sowie die Strafverfolgungsbehörden des Staates, die unverhältnismäßig auf Minderheiten abzielen, veranlassten die Gruppe, die Reisewarnung herauszugeben, sagte die NAACP.","A recently passed law in Missouri that makes it harder for people to win discrimination lawsuits, as well as the state's law enforcement agencies, which disproportionately target minorities, prompted the group to issue the travel advisory, the NAACP said. 

Let me know if you have any other text you'd like me to translate!","A recent Missouri law making it harder for people to win discrimination lawsuits, as well as the state's law enforcement disproportionately targeting minorities prompted the group to issue the travel alert, the NAACP said.",0.8129427433013916
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"""Sie haben Verletzungen der Bürgerrechte, die Menschen passieren.","""They have violations of civil rights that happen to people."" 

Let me know if you have any other text you'd like me to translate!","""You have violations of civil rights that are happening to people.",0.6121939420700073
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Sie werden wegen ihrer Hautfarbe angehalten, sie werden zusammengeschlagen oder getötet"", sagte der Präsident des Missouri NAACP, Rod Chapel, dem Kansas City Star.","""They are stopped because of their skin color, they are beaten or killed,"" said Rod Chapel, president of the Missouri NAACP, to the Kansas City Star. 

Let me know if you have any other text you'd like me to translate!","They're being pulled over because of their skin color, they're being beaten up or killed,"" the president of the Missouri NAACP, Rod Chapel, told The Kansas City Star.",0.7730407118797302
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Wir hören Beschwerden in einer solchen Häufigkeit, die wir noch nicht gehört haben.","""We are hearing complaints at a frequency we have never heard before."" 

Let me know if you have any other German text you'd like me to translate!",We are hearing complaints at a rate we haven't heard before.,0.6924327611923218
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Es ist die erste solche Warnung, die die Organisation für einen Staat in den USA ausgestellt hat.","This is the first such warning that the organization has issued for a state in the USA. 

Let me know if you have any other text you'd like me to translate!",It is the first such warning that the organization has issued for a state in the US.,0.7537404894828796
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Die Gruppe zitierte Vorfälle wie rassistische Vergehen gegen schwarze Studenten an der University of Missouri und den Tod von Tory Sanders, 28, einem schwarzen Mann aus Tennessee.","The group cited incidents such as racist offenses against black students at the University of Missouri and the death of Tory Sanders, 28, a black man from Tennessee. 

Let me know if you have any other text you'd like me to translate!","The group cited incidents such as racial slurs against black students at the University of Missouri and the death of Tory Sanders, 28, a black man from Tennessee.",0.7766669988632202
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Sanders starb unter fragwürdigen Umständen Anfang des Jahres, nachdem er während der Reise durch den Staat kein Benzin mehr hatte und von der Polizei von Missouri in Gewahrsam genommen wurde, ohne eines Verbrechens beschuldigt zu werden.","Sanders died under questionable circumstances at the beginning of the year after running out of gas during a trip through the state and being taken into custody by the Missouri police without being accused of a crime. 

Let me know if you have any other text you'd like me to translate!","Sanders died under questionable circumstances earlier this year after he ran out of gas while traveling through the state, and was taken into custody by Missouri police without being accused of a crime.",0.786371648311615
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Der Rat weist auch auf einen kürzlich erschienenen Bericht des Büros des Generalstaatsanwaltes von Missouri hin, in dem gezeigt wird, dass schwarze Autofahrer im Staat 75 Prozent häufiger als Weiße angehalten werden.","The Council also points to a recently published report by the Office of the Missouri Attorney General, which shows that black drivers are stopped 75 percent more often than white drivers in the state.",The advisory also points to a recent report by the Missouri Attorney General's Office showing that black drivers in the state were 75 percent more likely to be pulled over than whites.,0.8833060264587402
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"""Die Empfehlung ist, dass sich die Menschen bewusst sind und ihre Familien, Freunde und Mitarbeiter darüber informieren, was in Missouri passieren könnte"", sagte Chapel.","""The recommendation is that people be aware and inform their families, friends, and employees about what could happen in Missouri,"" said Chapel. 

Let me know if you have any other text you'd like me to translate!","""The advisory is for people to be aware, and warn their families and friends and co-workers of what could happen in Missouri,"" Chapel said.",0.8008464574813843
translations_gemma2-9b-it_de-en.csv,gemma2-9b-it,de-en,de,en,unspecified,"Die Leute müssen bereit sein, ob es Kautionsgeld mitbringen oder die Verwandten wissen lassen, dass sie durch den Staat reisen.","""People must be ready to either bring a deposit or let their relatives know that they are traveling with state support."" 

Let me know if you have any other German text you'd like me to translate!","People need to be ready, whether it's bringing bail money with them, or letting relatives know they are traveling through the state.",0.696478009223938
